report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
102,2025-11-27 19:20:02,NW-ACF-025,Parent/Carer,Parade Night - Detachment,15-17,Other,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Home issues,Medium,Closed
103,2025-12-27 04:32:02,NW-ACF-001,Other,Home,15-17,Other,"Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Bullying,Medium,Open
104,2025-12-09 06:13:02,NW-ACF-024,Cadet,Training Weekend,12-14,In person,Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Home issues,Critical,Open
105,2026-02-15 19:18:02,NW-ACF-034,Cadet,Annual Camp,Under 12,Online form,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,In progress
106,2025-12-22 03:45:02,NW-ACF-032,Adult Volunteer,Training Weekend,15-17,Email,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Home issues,Low,Closed
107,2025-12-04 10:43:02,NW-ACF-030,Cadet,Training Weekend,15-17,In person,"Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Physical safety,Medium,In progress
108,2025-12-05 08:38:02,NW-ACF-021,Cadet,Field Exercise,15-17,In person,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Home issues,Low,Open
109,2025-12-19 13:31:02,NW-ACF-044,Cadet,Home,15-17,In person,"Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Mental health,Medium,Open
110,2025-12-16 21:20:02,NW-ACF-001,Cadet,Training Weekend,12-14,Other,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Mental health,High,Closed
111,2026-02-07 09:26:02,NW-ACF-004,Adult Volunteer,Field Exercise,18+,Other,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,Open
112,2025-12-05 14:49:02,NW-ACF-012,Other,Annual Camp,Under 12,Online form,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Behaviour / conduct,Low,Open
113,2026-01-30 00:39:02,NW-ACF-006,Cadet,Training Weekend,15-17,Other,Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Home issues,High,In progress
114,2025-11-24 09:05:02,NW-ACF-022,Adult Volunteer,Home,15-17,Phone call,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Online safety,Medium,Open
115,2026-01-09 01:07:02,NW-ACF-015,Cadet,Annual Camp,Under 12,In person,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Mental health,Critical,In progress
116,2025-11-25 17:00:02,NW-ACF-043,Cadet,Parade Night - Detachment,Under 12,Email,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Other,Low,Closed
117,2025-12-31 02:23:02,NW-ACF-028,Parent/Carer,Training Weekend,15-17,Online form,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Open
118,2025-11-20 09:00:02,NW-ACF-019,Other,Annual Camp,18+,In person,Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Attendance / engagement,Critical,In progress
119,2025-11-30 00:28:02,NW-ACF-047,Parent/Carer,Field Exercise,12-14,In person,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Online safety,Critical,In progress
120,2026-02-12 03:17:02,NW-ACF-049,Cadet,Field Exercise,18+,Online form,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Online safety,Medium,In progress
121,2026-02-15 19:29:02,NW-ACF-050,Parent/Carer,Parade Night - Detachment,Under 12,Phone call,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Behaviour / conduct,Low,In progress
122,2025-12-07 17:25:02,NW-ACF-039,Cadet,Field Exercise,12-14,Other,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Closed
123,2026-01-09 09:01:02,NW-ACF-042,Adult Volunteer,Parade Night - Detachment,Under 12,Phone call,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Mental health,High,In progress
124,2026-02-15 23:01:02,NW-ACF-033,Adult Volunteer,Training Weekend,15-17,Phone call,"Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Attendance / engagement,Medium,Open
125,2026-01-08 23:46:02,NW-ACF-032,Parent/Carer,Annual Camp,18+,Online form,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Home issues,Low,Open
126,2025-11-29 11:09:02,NW-ACF-029,Cadet,Home,Under 12,Online form,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Online safety,Low,Closed
127,2025-11-26 17:47:02,NW-ACF-021,Other,Home,15-17,In person,"Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Attendance / engagement,Medium,Closed
128,2026-02-13 09:00:02,NW-ACF-029,Adult Volunteer,Home,12-14,Online form,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Financial hardship,Low,Closed
129,2025-12-25 03:54:02,NW-ACF-030,Other,Field Exercise,12-14,Phone call,"Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Bullying,Low,In progress
130,2025-12-10 07:18:02,NW-ACF-018,Adult Volunteer,Field Exercise,15-17,Other,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Online safety,Critical,Closed
131,2026-02-09 22:51:02,NW-ACF-010,Parent/Carer,Annual Camp,12-14,Email,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Other,Critical,In progress
132,2025-12-24 18:37:02,NW-ACF-010,Other,Parade Night - Detachment,18+,Email,"Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Mental health,Low,In progress
133,2026-01-29 02:54:02,NW-ACF-031,Cadet,Annual Camp,Under 12,Other,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Financial hardship,Medium,In progress
134,2025-11-30 19:44:02,NW-ACF-023,Other,Home,15-17,Other,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Open
135,2026-02-01 17:06:02,NW-ACF-022,Other,Training Weekend,Under 12,Email,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Other,Critical,In progress
136,2026-02-04 06:55:02,NW-ACF-019,Parent/Carer,Field Exercise,12-14,Phone call,Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Attendance / engagement,High,Closed
137,2025-12-11 05:42:02,NW-ACF-014,Adult Volunteer,Field Exercise,18+,Email,Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Attendance / engagement,Critical,Closed
138,2025-12-03 04:12:02,NW-ACF-019,Adult Volunteer,Home,18+,In person,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Online safety,Critical,In progress
139,2025-12-28 03:06:02,NW-ACF-029,Adult Volunteer,Home,15-17,Email,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Open
140,2026-01-14 01:53:02,NW-ACF-028,Other,Parade Night - Detachment,12-14,Email,Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Home issues,High,Open
141,2026-01-28 04:34:02,NW-ACF-039,Adult Volunteer,Parade Night - Detachment,Under 12,Email,"Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Physical safety,Low,In progress
142,2026-01-22 09:10:02,NW-ACF-044,Parent/Carer,Annual Camp,15-17,Phone call,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Financial hardship,High,In progress
143,2026-01-06 09:35:02,NW-ACF-024,Other,Field Exercise,15-17,Phone call,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Home issues,Low,In progress
144,2026-01-03 06:46:02,NW-ACF-010,Other,Annual Camp,15-17,Online form,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Online safety,Low,Closed
145,2025-12-28 16:49:02,NW-ACF-005,Other,Annual Camp,12-14,Other,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,Closed
146,2025-11-28 08:51:02,NW-ACF-010,Adult Volunteer,Home,15-17,Online form,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Other,Low,In progress
147,2026-01-11 05:06:02,NW-ACF-045,Parent/Carer,Training Weekend,18+,Phone call,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Other,Critical,In progress
148,2026-01-30 15:40:02,NW-ACF-003,Adult Volunteer,Annual Camp,18+,Other,"Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Attendance / engagement,Low,Open
149,2025-12-23 11:29:02,NW-ACF-024,Cadet,Parade Night - Detachment,18+,In person,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Financial hardship,Medium,In progress
150,2026-02-09 19:37:02,NW-ACF-014,Adult Volunteer,Home,15-17,In person,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Financial hardship,Low,Closed
151,2026-01-14 22:52:02,NW-ACF-029,Other,Field Exercise,15-17,Online form,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Behaviour / conduct,High,In progress
152,2025-12-01 03:21:02,NW-ACF-043,Cadet,Field Exercise,15-17,Online form,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Home issues,Low,Closed
153,2025-12-02 22:19:02,NW-ACF-043,Adult Volunteer,Parade Night - Detachment,15-17,Phone call,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Other,Critical,Closed
154,2026-01-07 02:55:02,NW-ACF-034,Adult Volunteer,Training Weekend,18+,Email,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Other,High,Closed
155,2026-01-29 19:25:02,NW-ACF-038,Adult Volunteer,Parade Night - Detachment,18+,Other,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Online safety,High,In progress
156,2026-01-19 16:08:02,NW-ACF-016,Adult Volunteer,Parade Night - Detachment,15-17,Phone call,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Financial hardship,High,Closed
157,2025-12-28 20:36:02,NW-ACF-034,Other,Home,12-14,In person,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Home issues,Low,In progress
158,2025-11-20 04:37:02,NW-ACF-006,Parent/Carer,Parade Night - Detachment,Under 12,Online form,"Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Physical safety,Medium,Closed
159,2026-01-14 01:47:02,NW-ACF-019,Adult Volunteer,Home,18+,Phone call,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Physical safety,High,In progress
160,2026-02-03 08:39:02,NW-ACF-011,Parent/Carer,Home,Under 12,Online form,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Behaviour / conduct,Critical,Closed
161,2025-12-15 13:25:02,NW-ACF-047,Cadet,Training Weekend,18+,Phone call,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Mental health,High,In progress
162,2025-11-19 07:09:02,NW-ACF-050,Other,Annual Camp,Under 12,In person,"Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Online safety,Low,Closed
163,2025-12-24 09:16:02,NW-ACF-020,Adult Volunteer,Training Weekend,15-17,Phone call,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Behaviour / conduct,Critical,In progress
164,2026-01-23 06:59:02,NW-ACF-019,Cadet,Home,Under 12,Online form,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Physical safety,High,Open
165,2026-01-16 08:54:02,NW-ACF-002,Parent/Carer,Training Weekend,15-17,Other,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Other,Critical,Closed
166,2026-02-07 11:49:02,NW-ACF-050,Cadet,Training Weekend,Under 12,In person,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Other,Medium,In progress
167,2026-02-11 15:25:02,NW-ACF-008,Parent/Carer,Home,15-17,Phone call,"Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Mental health,Medium,In progress
168,2025-12-15 16:51:02,NW-ACF-050,Cadet,Field Exercise,15-17,Online form,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Home issues,Medium,Closed
169,2025-12-26 12:57:02,NW-ACF-013,Cadet,Training Weekend,12-14,Online form,"Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Attendance / engagement,Medium,Closed
170,2025-11-18 23:44:02,NW-ACF-006,Adult Volunteer,Training Weekend,15-17,In person,"Cadet has displayed changes in behaviour, including occasional outbursts and conflict with peers or staff. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Behaviour / conduct,Medium,In progress
171,2025-11-27 03:38:02,NW-ACF-021,Other,Field Exercise,Under 12,In person,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Open
172,2026-01-31 03:06:02,NW-ACF-041,Cadet,Training Weekend,18+,In person,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Financial hardship,Critical,In progress
173,2026-01-13 16:59:02,NW-ACF-006,Other,Field Exercise,18+,Other,"Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Attendance / engagement,Low,Open
174,2025-12-18 03:00:02,NW-ACF-025,Adult Volunteer,Training Weekend,12-14,In person,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Financial hardship,Low,Closed
175,2025-11-26 21:25:02,NW-ACF-007,Other,Annual Camp,Under 12,Email,"Cadet's attendance has dropped noticeably over recent weeks and they seem less engaged when they do attend. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Attendance / engagement,Low,In progress
176,2025-11-28 08:10:02,NW-ACF-044,Parent/Carer,Annual Camp,12-14,In person,Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Home issues,High,Closed
177,2025-12-09 03:55:02,NW-ACF-036,Parent/Carer,Annual Camp,18+,Phone call,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Other,Medium,Open
178,2026-01-10 06:47:02,NW-ACF-042,Adult Volunteer,Field Exercise,18+,Other,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Mental health,High,In progress
179,2025-12-03 12:54:02,NW-ACF-022,Adult Volunteer,Annual Camp,Under 12,Email,"Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Physical safety,Medium,Closed
180,2025-11-28 12:31:02,NW-ACF-045,Other,Field Exercise,15-17,Email,"Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Bullying,Medium,Open
181,2026-01-30 12:55:02,NW-ACF-048,Cadet,Field Exercise,18+,Phone call,"Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Physical safety,Medium,Open
182,2026-01-08 11:09:02,NW-ACF-011,Adult Volunteer,Parade Night - Detachment,18+,Online form,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Physical safety,High,Closed
183,2026-01-27 22:25:02,NW-ACF-002,Adult Volunteer,Annual Camp,15-17,Phone call,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Other,Low,Closed
184,2026-01-24 07:51:02,NW-ACF-034,Parent/Carer,Parade Night - Detachment,12-14,Online form,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Physical safety,High,In progress
185,2026-01-16 20:41:02,NW-ACF-037,Parent/Carer,Parade Night - Detachment,12-14,Other,"Cadet mentioned difficulties affording transport, uniform items and some optional activities, which may limit their ability to attend regularly. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Financial hardship,Critical,In progress
186,2025-12-15 11:12:02,NW-ACF-035,Parent/Carer,Home,12-14,Email,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.",Other,High,Closed
187,2026-02-12 14:10:02,NW-ACF-046,Parent/Carer,Annual Camp,18+,Online form,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Online safety,Critical,Closed
188,2026-02-07 10:40:02,NW-ACF-014,Parent/Carer,Training Weekend,Under 12,In person,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Physical safety,High,Open
189,2026-01-02 11:51:02,NW-ACF-035,Adult Volunteer,Parade Night - Detachment,18+,Email,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Mental health,Critical,In progress
190,2025-12-06 07:49:02,NW-ACF-020,Adult Volunteer,Annual Camp,18+,Online form,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,Open
191,2026-02-05 10:39:02,NW-ACF-012,Other,Parade Night - Detachment,Under 12,Online form,Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Mental health,High,In progress
192,2026-01-27 23:49:02,NW-ACF-050,Parent/Carer,Home,Under 12,In person,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.",Other,Critical,Open
193,2026-02-08 21:01:02,NW-ACF-005,Other,Home,15-17,In person,Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Home issues,Critical,Closed
194,2026-01-09 19:50:02,NW-ACF-022,Adult Volunteer,Annual Camp,18+,Online form,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. The concern suggests a significant safeguarding issue and the case requires prompt action and oversight from safeguarding leads.,Bullying,High,Open
195,2025-12-05 01:18:02,NW-ACF-039,Cadet,Training Weekend,Under 12,Other,Cadet has reported repeated unkind comments and exclusion from activities. They describe being targeted by a small group during recent events. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Bullying,Critical,In progress
196,2026-01-09 22:30:02,NW-ACF-026,Parent/Carer,Annual Camp,12-14,In person,Cadet was observed with unexplained marks and appeared uncomfortable when asked. There are concerns about their physical safety outside of cadet activities. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Physical safety,Critical,Open
197,2025-12-02 16:49:02,NW-ACF-004,Other,Annual Camp,12-14,Email,"Cadet has hinted at ongoing arguments and tension at home. They say the atmosphere is difficult and it is affecting their behaviour. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Home issues,Medium,Open
198,2025-12-20 13:44:02,NW-ACF-015,Other,Annual Camp,12-14,Email,Cadet disclosed receiving unpleasant messages online and being added to group chats where inappropriate content is being shared. There are indicators of immediate or very serious risk. Safeguarding procedures should be followed urgently in line with policy.,Online safety,Critical,In progress
199,2026-01-17 19:56:02,NW-ACF-013,Other,Home,Under 12,Other,"Cadet has raised a concern that does not fit neatly into another category, but staff feel it should be recorded and monitored. At present there is no indication of immediate risk, but the situation will be monitored and support signposting considered.",Other,Low,Closed
200,2026-01-06 20:47:02,NW-ACF-033,Cadet,Parade Night - Detachment,15-17,Phone call,"Cadet has become withdrawn and low in mood. They have mentioned struggling to cope and finding it hard to join in with normal activities. The concern is impacting the cadet and requires timely follow-up, but there is no indication of immediate serious harm.",Mental health,Medium,Open
