report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
217,2025-12-15 15:53:08,NW-ACF-084,Parent/Carer,Online session,12-14,Phone call,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Abuse by adult in organisation,Medium,Open
218,2025-12-14 05:22:08,NW-ACF-092,Parent/Carer,Home,18+,Other,"Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Home issues,Low,Closed
219,2025-10-25 04:43:08,NW-ACF-037,Cadet,Home,18+,Email,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Abuse by adult in organisation,Critical,In progress
220,2025-09-26 17:57:08,NW-ACF-020,Parent/Carer,Parade Night - Detachment,Under 12,Online form,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Behaviour / conduct,Low,Open
221,2025-10-27 04:21:08,NW-ACF-006,Cadet,Field Exercise,12-14,Other,Cadet stated that a CFAV has been sending them personal messages outside normal communication channels and has hinted at meeting one-to-one. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Abuse by adult in organisation,Critical,Closed
222,2025-08-31 11:24:08,NW-ACF-029,Cadet,Online session,18+,Phone call,"Staff have noticed the cadet regularly missing key training sessions without clear reasons, and peers have expressed concern. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Attendance / engagement,Low,Open
223,2025-12-22 11:21:08,NW-ACF-078,Adult Volunteer (CFAV),Field Exercise,15-17,Other,"Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Abuse by adult in organisation,High,Closed
224,2025-12-17 17:28:08,NW-ACF-058,Adult Volunteer (CFAV),Parade Night - Detachment,18+,Email,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,High,Closed
225,2025-10-07 17:49:08,NW-ACF-091,Cadet,Home,18+,Online form,Cadet asked general questions about whether certain traditional practices on girls are allowed in this country and appeared worried. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,FGM / harmful practices,Critical,Open
226,2025-12-12 12:17:08,NW-ACF-046,Adult Volunteer (CFAV),Training Weekend,15-17,Email,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Mental health,High,Open
227,2025-09-28 16:20:08,NW-ACF-056,Adult Volunteer (CFAV),Annual Camp,18+,In person,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Attendance / engagement,Medium,In progress
228,2025-11-28 13:07:08,NW-ACF-089,Parent/Carer,Annual Camp,15-17,Online form,"Cadet quietly asked if there was any support available with food during longer activities, as things are difficult at home. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Financial hardship,Low,In progress
229,2025-11-11 01:18:08,NW-ACF-041,Adult Volunteer (CFAV),Annual Camp,Under 12,Other,Cadet disclosed that relatives have spoken about a ‘special procedure’ to be carried out when they visit family abroad and appeared very anxious about this. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,FGM / harmful practices,Critical,Closed
230,2025-09-06 15:15:08,NW-ACF-011,Adult Volunteer (CFAV),Parade Night - Detachment,18+,In person,Cadet disclosed that relatives have spoken about a ‘special procedure’ to be carried out when they visit family abroad and appeared very anxious about this. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,FGM / harmful practices,Medium,Open
231,2025-11-29 03:31:08,NW-ACF-062,Parent/Carer,Parade Night - Detachment,12-14,In person,"Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Radicalisation / extremism,High,Open
232,2025-09-23 00:52:08,NW-ACF-038,Parent/Carer,Home,Under 12,In person,"Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Behaviour / conduct,Low,Closed
233,2025-11-10 04:17:08,NW-ACF-090,Cadet,Annual Camp,Under 12,Email,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Radicalisation / extremism,Critical,Closed
234,2026-02-10 02:08:08,NW-ACF-070,Adult Volunteer (CFAV),Online session,Under 12,In person,Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Home issues,Critical,Open
235,2026-01-28 23:55:08,NW-ACF-071,Other,Online session,Under 12,Other,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Attendance / engagement,Medium,In progress
236,2025-09-10 06:52:08,NW-ACF-047,Parent/Carer,Online session,Under 12,Phone call,"Staff have noticed the cadet regularly missing key training sessions without clear reasons, and peers have expressed concern. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Attendance / engagement,Medium,Closed
237,2026-01-25 15:37:08,NW-ACF-083,Parent/Carer,Field Exercise,12-14,In person,Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Mental health,Medium,In progress
238,2026-01-25 08:20:08,NW-ACF-017,Adult Volunteer (CFAV),Parade Night - Detachment,Under 12,Online form,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.",Physical safety,Critical,Open
239,2025-10-01 16:52:08,NW-ACF-100,Other,Home,Under 12,Online form,"Cadet attended with visible bruising and flinched when staff moved nearby, becoming distressed when asked about the injuries. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.",Physical safety,High,Closed
240,2025-10-08 19:38:08,NW-ACF-060,Adult Volunteer (CFAV),Online session,15-17,Other,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Mental health,Low,In progress
241,2026-01-06 19:27:08,NW-ACF-022,Adult Volunteer (CFAV),Training Weekend,Under 12,Email,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.",Other,Medium,Closed
242,2025-10-16 04:06:08,NW-ACF-094,Other,Online session,12-14,Phone call,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Home issues,Medium,Open
243,2025-10-14 03:30:08,NW-ACF-003,Cadet,Home,15-17,Email,Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Online safety,High,Open
244,2026-01-21 08:31:08,NW-ACF-053,Adult Volunteer (CFAV),Annual Camp,18+,Other,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Behaviour / conduct,High,Closed
245,2025-10-06 12:44:08,NW-ACF-046,Cadet,Training Weekend,Under 12,Phone call,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Abuse by adult in organisation,Critical,In progress
246,2026-02-09 08:12:08,NW-ACF-022,Parent/Carer,Online session,18+,Online form,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Mental health,Low,Closed
247,2025-08-31 20:25:08,NW-ACF-054,Cadet,Parade Night - Detachment,Under 12,Phone call,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Physical safety,High,Closed
248,2025-09-25 14:32:08,NW-ACF-075,Adult Volunteer (CFAV),Online session,18+,Online form,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Home issues,Medium,Open
249,2025-12-10 19:22:08,NW-ACF-015,Cadet,Annual Camp,Under 12,Online form,Cadet raised a concern that does not fit a specific category but left staff feeling that it should be recorded and monitored. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Other,Medium,Closed
250,2025-12-14 11:58:08,NW-ACF-092,Other,Training Weekend,18+,In person,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Behaviour / conduct,Medium,In progress
251,2025-12-28 12:05:08,NW-ACF-019,Parent/Carer,Training Weekend,Under 12,Email,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Physical safety,Medium,Closed
252,2025-10-03 00:53:08,NW-ACF-093,Adult Volunteer (CFAV),Field Exercise,18+,Phone call,Cadet showed staff messages received on social media containing threats and humiliating comments from peers. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Online safety,Low,Closed
253,2026-02-03 02:21:08,NW-ACF-032,Other,Parade Night - Detachment,Under 12,Other,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Mental health,High,Open
254,2026-01-31 15:36:08,NW-ACF-065,Cadet,Field Exercise,18+,Phone call,Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Exploitation / trafficking,High,Open
255,2025-11-22 23:12:08,NW-ACF-094,Other,Field Exercise,12-14,Phone call,"Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Online safety,Low,Closed
256,2025-08-28 05:03:08,NW-ACF-047,Parent/Carer,Online session,15-17,Online form,Cadet disclosed that relatives have spoken about a ‘special procedure’ to be carried out when they visit family abroad and appeared very anxious about this. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,FGM / harmful practices,Medium,Closed
257,2025-09-24 19:36:08,NW-ACF-091,Other,Home,Under 12,Online form,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,FGM / harmful practices,Medium,In progress
258,2025-11-08 00:57:08,NW-ACF-082,Parent/Carer,Annual Camp,18+,Phone call,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Exploitation / trafficking,Medium,Open
259,2025-08-29 16:24:08,NW-ACF-068,Cadet,Parade Night - Detachment,Under 12,Email,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Abuse by adult in organisation,Critical,Open
260,2025-08-24 07:00:08,NW-ACF-045,Parent/Carer,Annual Camp,15-17,Phone call,"Cadet, who was previously enthusiastic, has begun arriving late, leaving early and avoiding taking part in team tasks. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Attendance / engagement,Low,Closed
261,2025-12-20 15:00:08,NW-ACF-069,Cadet,Annual Camp,15-17,In person,"Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Abuse by adult in organisation,Critical,Closed
262,2026-01-10 07:15:08,NW-ACF-084,Parent/Carer,Parade Night - Detachment,15-17,Phone call,"Staff have noticed the cadet regularly missing key training sessions without clear reasons, and peers have expressed concern. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Attendance / engagement,Medium,In progress
263,2026-01-03 16:11:08,NW-ACF-056,Cadet,Parade Night - Detachment,18+,Other,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.",Mental health,High,Open
264,2025-11-01 17:09:08,NW-ACF-075,Other,Field Exercise,15-17,Email,"Cadet stated that a CFAV has been sending them personal messages outside normal communication channels and has hinted at meeting one-to-one. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Abuse by adult in organisation,Critical,Open
265,2025-11-24 16:22:08,NW-ACF-076,Parent/Carer,Annual Camp,18+,Email,"Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Physical safety,High,Open
266,2025-09-03 19:05:08,NW-ACF-003,Adult Volunteer (CFAV),Annual Camp,12-14,In person,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Radicalisation / extremism,Critical,In progress
267,2025-11-03 23:08:08,NW-ACF-094,Cadet,Training Weekend,Under 12,Other,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Abuse by adult in organisation,Medium,In progress
268,2025-10-14 12:29:08,NW-ACF-087,Other,Annual Camp,Under 12,In person,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Attendance / engagement,Medium,Open
269,2026-02-14 01:34:08,NW-ACF-098,Other,Home,12-14,In person,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Radicalisation / extremism,High,Open
270,2025-08-31 16:10:08,NW-ACF-058,Parent/Carer,Home,18+,Email,Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Exploitation / trafficking,Critical,Closed
271,2025-12-09 14:55:08,NW-ACF-025,Adult Volunteer (CFAV),Field Exercise,Under 12,Online form,Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Online safety,Medium,Closed
272,2025-10-18 05:58:08,NW-ACF-066,Cadet,Field Exercise,15-17,Other,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Radicalisation / extremism,High,Closed
273,2026-01-06 22:01:08,NW-ACF-074,Adult Volunteer (CFAV),Home,Under 12,Phone call,Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Mental health,Medium,Open
274,2025-09-23 08:18:08,NW-ACF-029,Cadet,Annual Camp,18+,In person,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Home issues,Medium,Closed
275,2025-08-23 21:56:08,NW-ACF-067,Cadet,Annual Camp,12-14,In person,Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Home issues,Medium,Closed
276,2025-12-20 12:57:08,NW-ACF-019,Adult Volunteer (CFAV),Home,15-17,Phone call,Cadet raised a concern that does not fit a specific category but left staff feeling that it should be recorded and monitored. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Other,High,Closed
277,2026-02-02 15:01:08,NW-ACF-041,Cadet,Annual Camp,12-14,Phone call,Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Mental health,Low,In progress
278,2025-11-22 07:24:08,NW-ACF-091,Parent/Carer,Home,18+,Online form,"Several peers have been excluding the cadet from group activities and making jokes at their expense. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Bullying,High,Open
279,2025-09-21 20:10:08,NW-ACF-099,Adult Volunteer (CFAV),Home,Under 12,Email,Cadet disclosed that messages in the detachment group chat have become hostile and targeted towards them. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Bullying,Low,Closed
280,2025-09-22 16:28:08,NW-ACF-005,Adult Volunteer (CFAV),Online session,18+,Other,"Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Home issues,Low,Closed
281,2025-11-19 15:25:08,NW-ACF-093,Parent/Carer,Home,Under 12,Online form,"Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Home issues,Critical,Open
282,2025-10-20 06:39:08,NW-ACF-072,Adult Volunteer (CFAV),Parade Night - Detachment,12-14,Other,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically.",Mental health,Low,Open
283,2025-12-24 04:23:08,NW-ACF-077,Adult Volunteer (CFAV),Field Exercise,18+,Phone call,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,FGM / harmful practices,Medium,In progress
284,2025-12-26 08:19:08,NW-ACF-071,Adult Volunteer (CFAV),Online session,Under 12,Phone call,"Cadet attended with visible bruising and flinched when staff moved nearby, becoming distressed when asked about the injuries. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.",Physical safety,High,In progress
285,2025-12-10 14:10:08,NW-ACF-059,Adult Volunteer (CFAV),Annual Camp,12-14,Online form,"Cadet has become increasingly argumentative with peers and staff, with incidents of raised voices and refusal to follow instructions. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.",Behaviour / conduct,Medium,Closed
286,2025-09-16 09:50:08,NW-ACF-099,Adult Volunteer (CFAV),Training Weekend,15-17,Email,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Physical safety,High,Open
287,2026-02-10 22:52:08,NW-ACF-008,Cadet,Annual Camp,Under 12,In person,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.",Home issues,High,In progress
288,2025-08-20 06:52:08,NW-ACF-007,Parent/Carer,Parade Night - Detachment,Under 12,Online form,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Radicalisation / extremism,Critical,Closed
289,2025-10-08 22:05:08,NW-ACF-085,Cadet,Online session,12-14,Other,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Behaviour / conduct,Medium,In progress
290,2026-01-09 06:46:08,NW-ACF-029,Adult Volunteer (CFAV),Training Weekend,15-17,In person,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Mental health,Medium,Closed
291,2025-08-29 05:30:08,NW-ACF-083,Cadet,Training Weekend,15-17,Email,Cadet explained that they are struggling to afford transport to activities and have missed several parades as a result. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Financial hardship,Medium,In progress
292,2026-01-11 05:39:08,NW-ACF-046,Adult Volunteer (CFAV),Online session,12-14,Phone call,Parent mentioned that uniform and boot costs are a concern and that finances are affecting the cadet’s ability to attend events. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Financial hardship,Medium,Open
293,2026-02-03 00:14:08,NW-ACF-018,Cadet,Annual Camp,12-14,Phone call,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,FGM / harmful practices,Medium,In progress
294,2025-10-11 10:59:08,NW-ACF-052,Adult Volunteer (CFAV),Home,12-14,In person,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Physical safety,Critical,Open
295,2026-01-24 00:38:08,NW-ACF-076,Cadet,Parade Night - Detachment,15-17,Phone call,"Third-party information was received suggesting there may be welfare concerns for this cadet, but further clarification is needed. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Other,Low,In progress
296,2025-10-09 15:46:08,NW-ACF-033,Cadet,Training Weekend,12-14,Online form,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Physical safety,Medium,Closed
297,2025-09-13 16:15:08,NW-ACF-015,Other,Training Weekend,12-14,Email,Cadet reports repeated unkind comments and name-calling from a small group during parade nights. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Bullying,Low,Open
298,2025-10-29 02:38:08,NW-ACF-065,Other,Home,18+,Online form,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Behaviour / conduct,Medium,In progress
299,2025-09-11 07:35:08,NW-ACF-002,Other,Annual Camp,12-14,Online form,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Radicalisation / extremism,Medium,In progress
300,2025-08-25 16:32:08,NW-ACF-089,Parent/Carer,Annual Camp,18+,Email,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Abuse by adult in organisation,High,In progress
301,2025-12-23 04:54:08,NW-ACF-009,Cadet,Training Weekend,12-14,In person,"Cadet quietly asked if there was any support available with food during longer activities, as things are difficult at home. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Financial hardship,Medium,Open
302,2025-10-07 04:29:08,NW-ACF-052,Adult Volunteer (CFAV),Field Exercise,Under 12,Phone call,Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Online safety,High,Closed
303,2025-11-05 02:47:08,NW-ACF-079,Parent/Carer,Annual Camp,12-14,In person,"Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Mental health,High,Closed
304,2025-09-21 14:20:08,NW-ACF-084,Parent/Carer,Parade Night - Detachment,15-17,Online form,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,FGM / harmful practices,High,Open
305,2025-09-30 18:06:08,NW-ACF-003,Other,Annual Camp,12-14,In person,Several peers have been excluding the cadet from group activities and making jokes at their expense. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Bullying,High,Closed
306,2025-09-22 16:18:08,NW-ACF-095,Parent/Carer,Annual Camp,12-14,Phone call,"Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Physical safety,Critical,Open
307,2026-01-05 11:38:08,NW-ACF-006,Other,Training Weekend,15-17,Other,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Home issues,Medium,In progress
308,2026-02-08 20:57:08,NW-ACF-029,Adult Volunteer (CFAV),Online session,Under 12,Online form,"Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Mental health,Low,In progress
309,2025-11-14 09:14:08,NW-ACF-042,Adult Volunteer (CFAV),Online session,15-17,Other,Cadet explained that they are struggling to afford transport to activities and have missed several parades as a result. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Financial hardship,High,Open
